,school,sex,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_father,guardian_mother,guardian_other,have_failed,high_absences,student_drinker
135,1,1,15,1,1,1,4,4,1,3,0,0,1,0,1,1,1,1,1,4,3,3,1,1,5,0,11,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,False,0,0
136,1,0,17,0,1,1,3,4,3,2,0,0,0,0,0,1,1,0,0,5,4,5,2,4,5,0,10,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,False,0,1
137,1,1,16,1,1,0,3,3,2,1,2,0,1,0,1,0,1,1,1,4,3,2,1,1,5,0,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,True,0,0
138,1,0,16,1,0,1,1,1,1,2,1,0,0,0,0,1,1,0,1,4,4,4,1,3,5,0,14,12,12,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,True,0,1
139,1,1,15,1,1,1,4,4,2,1,0,0,0,0,1,1,1,1,0,4,3,2,1,1,5,0,16,16,15,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,False,0,0
140,1,0,15,1,1,1,4,3,2,4,0,1,1,0,0,1,1,1,0,2,2,2,1,1,3,0,7,9,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,False,0,0
141,1,0,16,1,0,1,2,2,2,1,2,0,1,0,1,1,1,1,0,2,3,3,2,2,2,8,9,9,9,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,True,1,1
142,1,1,15,1,1,1,4,4,1,3,0,0,1,1,1,1,1,1,0,4,2,2,1,1,5,2,9,11,11,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,False,0,0
143,1,1,16,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,3,4,4,3,3,1,2,14,14,13,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,False,0,1
144,1,0,17,1,1,1,2,1,1,1,3,0,1,0,0,1,1,1,0,5,4,5,1,2,5,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,True,0,1
145,1,1,15,1,1,1,1,1,1,2,0,0,1,1,0,1,1,1,0,4,4,2,1,2,5,0,8,11,11,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,False,0,1
146,1,1,15,1,1,1,3,2,1,2,3,0,1,0,0,1,1,1,0,3,3,2,1,1,3,0,6,7,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,True,0,0
147,1,1,15,1,1,1,1,2,1,2,0,0,1,1,0,0,1,1,0,4,3,2,1,1,5,2,10,11,11,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,False,0,0
148,1,0,16,1,1,1,4,4,1,1,0,0,1,0,0,1,0,1,1,3,3,2,2,1,5,0,7,6,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,False,0,0
149,1,0,15,1,0,0,2,1,4,1,3,0,0,0,0,1,1,1,0,4,5,5,2,5,5,0,8,9,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,True,0,1
150,1,0,18,1,0,1,1,1,1,1,3,0,0,0,0,1,0,1,1,2,3,5,2,5,4,0,6,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,True,0,1
151,1,0,16,1,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,4,4,4,3,5,5,6,12,13,14,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,True,1,1
152,1,1,15,0,1,1,3,3,2,3,2,0,1,1,1,1,1,1,1,4,2,1,2,3,3,8,10,10,10,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,True,1,1
153,1,0,19,1,1,1,3,2,1,1,3,0,1,0,0,1,0,1,1,4,5,4,1,1,4,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,True,0,0
154,1,1,17,1,1,1,4,4,1,1,0,1,1,0,0,1,1,0,1,4,2,1,1,1,4,0,11,11,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,False,0,0
155,1,0,15,0,1,1,2,3,1,2,0,1,0,1,1,1,1,0,0,4,4,4,1,1,1,2,11,8,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,False,0,0
156,1,0,17,0,0,1,1,2,1,1,0,0,0,0,0,1,1,0,0,2,2,2,3,3,5,8,16,12,13,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,False,1,1
157,1,1,18,0,1,1,1,1,3,1,3,0,1,0,1,0,1,0,0,5,2,5,1,5,4,6,9,8,10,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,True,1,1
158,1,0,16,0,1,1,2,2,3,1,0,0,0,0,0,0,1,0,0,4,2,2,1,2,3,2,17,15,15,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,False,0,1
159,1,0,16,1,1,1,3,3,1,2,1,0,1,1,0,1,1,1,1,4,5,5,4,4,5,4,10,12,12,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,True,0,1
160,1,0,17,0,0,1,2,1,2,1,2,0,0,0,1,1,0,1,1,3,3,2,2,2,5,0,7,6,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,True,0,1
161,1,0,15,0,1,1,3,2,2,2,2,1,1,0,0,1,1,1,1,4,4,4,1,4,3,6,5,9,7,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,True,1,1
162,1,0,16,1,0,1,1,2,2,1,1,0,0,0,1,1,1,0,0,4,4,4,2,4,5,0,7,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,True,0,1
163,1,0,17,1,1,1,1,3,1,1,0,0,0,0,0,1,0,1,0,5,3,3,1,4,2,2,10,10,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,False,0,1
164,1,0,17,0,0,1,1,1,4,2,3,0,0,0,1,1,0,0,1,5,3,5,1,5,5,0,5,8,7,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,True,0,1
165,1,0,16,1,1,1,3,2,2,1,1,0,1,0,1,0,0,0,0,4,5,2,1,1,2,16,12,11,12,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,True,1,0
166,1,0,16,1,1,1,2,2,1,2,0,0,0,0,0,1,0,1,0,4,3,5,2,4,4,4,10,10,10,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,False,0,1
167,1,1,16,1,1,1,4,2,1,2,0,0,0,1,0,1,1,1,1,4,2,3,1,1,3,0,14,15,16,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,False,0,0
168,1,1,16,1,1,1,2,2,1,2,0,0,1,1,0,0,1,1,0,5,1,5,1,1,4,0,6,7,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,False,0,0
169,1,1,16,1,1,1,4,4,1,2,0,0,1,1,0,1,1,1,1,4,4,2,1,1,3,0,14,14,14,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,False,0,0
170,1,0,16,1,1,1,3,4,3,1,2,0,1,0,1,0,1,1,0,3,4,5,2,4,2,0,6,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,True,0,1
171,1,0,16,1,1,1,1,0,2,2,0,0,1,1,1,1,1,1,1,4,3,2,1,1,3,2,13,15,16,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,False,0,0
172,1,0,17,1,0,1,4,4,1,2,0,0,1,1,1,1,1,1,0,4,4,4,1,3,5,0,13,11,10,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,False,0,1
173,1,1,16,1,1,1,1,3,1,2,3,0,0,0,1,0,1,1,1,4,3,5,1,1,3,0,8,7,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,True,0,0
174,1,1,16,1,0,1,3,3,2,2,0,0,1,1,1,1,1,1,0,4,4,5,1,1,4,4,10,11,9,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,False,0,0
175,1,0,17,1,0,1,4,3,2,2,0,0,0,1,1,1,1,1,0,4,4,4,4,4,4,4,10,9,9,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,False,0,1
176,1,1,16,1,1,1,2,2,2,2,0,0,0,1,1,0,1,1,0,3,4,4,1,4,5,2,13,13,11,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,False,0,1
177,1,0,17,1,1,1,3,3,1,2,0,0,0,0,1,0,1,1,0,4,3,4,1,4,4,4,6,5,6,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,False,0,1
178,1,0,16,0,1,1,4,2,1,1,0,0,1,0,1,1,1,1,1,4,3,3,3,4,3,10,10,8,9,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,False,1,1
179,1,0,17,1,1,1,4,3,1,2,0,0,1,0,1,1,1,1,1,5,2,3,1,1,2,4,10,10,11,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,False,0,0
180,1,0,16,1,1,1,4,3,1,2,0,0,1,1,1,1,1,1,0,3,4,3,2,3,3,10,9,8,8,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,False,1,1
181,1,0,16,1,1,1,3,3,1,2,0,0,0,1,1,1,1,1,1,4,2,3,1,2,3,2,12,13,12,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,False,0,1
182,1,1,17,1,1,1,2,4,1,2,0,0,1,0,1,1,1,0,0,5,4,2,2,3,5,0,16,17,17,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,False,0,1
183,1,1,17,1,0,1,3,3,1,2,0,0,1,0,1,1,1,1,1,5,3,3,2,3,1,56,9,9,8,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,False,1,1
184,1,1,16,1,1,1,3,2,1,2,0,0,1,1,0,1,1,1,0,1,2,2,1,2,1,14,12,13,12,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,False,1,1
185,1,0,17,1,1,1,3,3,1,2,0,0,1,0,1,1,1,1,1,4,3,4,2,3,4,12,12,12,11,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,False,1,1
186,1,0,16,1,1,1,1,2,1,1,0,0,1,1,1,1,1,1,1,3,3,3,1,2,3,2,11,12,11,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,False,0,1
187,1,0,16,1,0,1,2,1,1,2,0,0,0,1,1,1,1,1,1,4,2,3,1,2,5,0,15,15,15,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,False,0,1
188,1,1,17,1,1,0,3,3,1,2,0,0,1,0,0,0,1,1,1,3,3,3,1,3,3,6,8,7,9,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,False,1,1
189,1,0,17,0,1,1,1,2,1,2,0,0,0,0,0,1,1,0,0,3,1,3,1,5,3,4,8,9,10,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,False,0,1
190,1,1,16,1,1,1,2,3,1,2,0,0,0,0,0,1,1,1,0,4,3,3,1,1,2,10,11,12,13,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,False,1,0
191,1,1,17,1,1,1,1,1,1,2,0,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0,8,8,9,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,False,0,0
192,1,0,17,1,1,1,1,2,2,2,0,0,0,1,1,0,1,1,0,4,4,4,4,5,5,12,7,8,8,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,False,1,1
193,1,0,16,0,1,1,3,3,1,1,0,0,1,0,1,1,1,1,0,4,3,2,3,4,5,8,8,9,10,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,False,1,1
194,1,0,16,1,1,1,2,3,2,1,0,0,0,0,0,1,1,1,0,5,3,3,1,1,3,0,13,14,14,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,False,0,0
195,1,1,17,1,0,1,2,4,1,2,0,0,0,0,1,1,1,1,1,4,3,2,1,1,5,0,14,15,15,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,False,0,0
196,1,0,17,1,1,1,4,4,1,1,0,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4,17,15,16,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,False,0,1
197,1,0,16,0,0,1,3,3,3,1,0,0,1,1,1,1,1,1,0,3,3,4,3,5,3,8,9,9,10,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,False,1,1
198,1,1,17,1,1,1,4,4,2,1,1,0,1,0,0,1,1,1,0,4,2,4,2,3,2,24,18,18,18,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,True,1,1
199,1,1,16,1,0,1,4,4,1,2,0,0,1,1,0,1,1,1,0,4,5,2,1,2,3,0,9,9,10,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,False,0,1
200,1,1,16,1,1,1,4,3,1,2,0,0,1,0,1,1,1,1,0,4,3,5,1,5,2,2,16,16,16,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,False,0,1
201,1,1,16,1,1,1,2,3,1,2,0,1,1,1,1,1,1,0,0,4,4,3,1,3,4,6,8,10,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,False,1,1
202,1,1,17,1,1,1,1,1,1,2,0,0,1,1,0,0,1,0,0,4,4,4,1,3,1,4,9,9,10,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,False,0,1
203,1,1,17,0,1,1,2,2,1,1,0,0,1,0,0,1,1,1,0,5,3,2,1,2,3,18,7,6,6,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,False,1,1
204,1,1,16,0,1,1,2,2,2,4,0,0,1,1,1,0,1,1,0,5,3,5,1,1,5,6,10,10,11,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,False,1,0
205,1,1,17,1,1,1,3,4,1,3,1,0,1,1,0,1,1,1,1,4,4,3,3,4,5,28,10,9,9,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,True,1,1
206,1,1,16,1,1,0,3,1,1,2,3,0,1,1,0,1,1,1,0,2,3,3,2,2,4,5,7,7,7,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,True,1,1
207,1,1,16,1,1,1,4,3,1,2,0,0,0,1,1,1,1,1,1,1,3,2,1,1,1,10,11,12,13,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,False,1,0
208,1,1,16,1,1,1,1,1,2,1,0,0,1,1,0,1,1,0,0,4,3,2,1,4,5,6,9,9,10,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,False,1,1
209,1,1,17,0,1,1,4,3,2,3,0,0,1,1,1,1,1,1,1,4,4,2,1,1,4,6,7,7,7,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,False,1,0
210,1,1,19,1,1,1,3,3,1,4,0,0,1,1,1,1,1,1,0,4,3,3,1,2,3,10,8,8,8,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,False,1,1
211,1,0,17,1,0,1,4,4,1,2,0,0,1,1,0,1,1,1,1,5,3,5,4,5,3,13,12,12,13,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,False,1,1
212,1,1,16,1,1,0,2,2,1,2,0,1,1,1,0,1,1,1,0,3,3,4,1,1,4,0,12,13,14,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,False,0,0
213,1,0,18,1,1,1,2,2,1,2,1,0,1,1,1,1,1,1,0,4,4,4,2,4,5,15,6,7,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,True,1,1
214,1,1,17,0,0,1,4,4,1,1,0,0,1,1,0,1,1,0,0,5,2,1,1,2,3,12,8,10,10,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,False,1,1
215,1,1,17,1,0,1,3,2,2,2,0,0,0,1,0,1,1,1,0,4,4,4,1,3,1,2,14,15,15,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,False,0,1
216,1,1,17,1,1,1,4,3,1,2,2,0,0,1,0,1,1,1,1,3,4,5,2,4,1,22,6,6,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,True,1,1
217,1,0,18,1,0,1,3,3,1,2,1,0,1,1,0,1,1,1,0,3,2,4,2,4,4,13,6,6,8,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,True,1,1
218,1,1,17,1,1,1,2,3,2,1,0,0,1,1,0,1,1,0,0,3,3,3,1,4,3,3,7,7,8,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,False,0,1
219,1,1,17,1,1,1,2,2,1,3,0,0,1,1,1,1,1,1,0,4,3,3,1,1,4,4,9,10,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,False,0,0
220,1,1,17,0,1,1,2,1,2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,2,6,6,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,False,0,1
221,1,1,17,1,1,1,1,1,1,3,1,0,1,0,1,1,1,0,1,4,3,4,1,1,5,0,6,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,True,0,0
222,1,1,16,1,1,1,2,3,1,2,0,1,0,0,0,1,1,1,0,2,3,1,1,1,3,2,16,16,17,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,False,0,0
223,1,0,18,1,1,1,2,2,2,2,0,0,1,1,0,1,1,1,0,3,3,3,5,5,4,0,12,13,13,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,False,0,1
224,1,1,16,1,1,1,4,4,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,0,13,13,14,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,False,0,0
225,1,1,18,0,1,1,3,1,1,2,1,0,0,0,1,1,1,1,1,5,3,3,1,1,4,16,9,8,7,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,True,1,0
226,1,1,17,1,1,1,3,2,1,2,0,0,0,0,1,0,1,1,0,5,3,4,1,3,3,10,16,15,15,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,False,1,1
227,1,0,17,1,0,1,2,3,1,2,0,0,1,1,0,0,1,1,0,5,3,3,1,3,3,2,12,11,12,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,False,0,1
228,1,0,18,1,0,1,2,1,4,2,0,1,1,1,1,1,1,1,1,4,3,2,4,5,3,14,10,8,9,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,False,1,1
229,1,1,17,1,1,0,2,1,2,3,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,10,12,10,12,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,False,1,1
230,1,1,17,1,0,1,4,3,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,14,13,13,14,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,False,1,1
231,1,0,17,0,1,1,2,2,2,2,0,0,1,1,1,1,1,1,0,4,5,2,1,1,1,4,11,11,11,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,False,0,0
232,1,0,17,1,1,1,4,4,1,2,0,1,1,0,1,1,1,1,1,4,5,5,1,3,2,14,11,9,9,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,False,1,1
233,1,0,16,1,1,1,4,4,1,2,0,0,1,1,1,1,1,1,0,4,2,4,2,4,1,2,14,13,13,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,False,0,1
234,1,0,16,1,0,1,1,1,2,2,0,0,1,1,0,1,1,1,0,3,4,2,1,1,5,18,9,7,6,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,False,1,0
235,1,0,16,1,1,1,3,2,2,3,0,0,0,0,1,1,1,1,1,5,3,3,1,3,2,10,11,9,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,False,1,1
236,1,0,17,1,0,1,2,2,1,2,0,0,0,1,1,0,1,1,1,4,4,2,5,5,4,4,14,13,13,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,False,0,1
237,1,1,16,1,1,1,2,1,1,1,0,0,0,0,0,1,1,1,1,4,5,2,1,1,5,20,13,12,12,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,False,1,0
238,1,1,17,0,1,1,2,1,3,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2,13,11,11,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,False,0,0
239,1,0,18,1,1,1,2,2,1,2,1,0,0,0,0,1,0,1,0,5,5,4,3,5,2,0,7,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,True,0,1
240,1,0,17,1,0,1,4,3,2,2,0,0,0,0,1,1,1,1,1,2,5,5,1,4,5,14,12,12,12,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,False,1,1
241,1,0,17,0,0,0,4,4,2,2,0,0,1,1,0,1,1,1,0,3,3,3,2,3,4,2,10,11,12,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,False,0,1
242,1,0,16,1,0,1,4,3,1,1,0,0,0,0,1,0,1,1,0,5,4,5,1,1,3,0,6,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,False,0,0
243,1,0,16,1,1,1,4,4,1,1,0,0,0,0,1,1,1,1,0,5,3,2,1,2,5,0,13,12,12,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,False,0,1
244,1,1,18,1,1,1,2,1,2,3,0,0,1,1,0,0,1,1,1,4,4,4,1,1,3,0,7,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,False,0,0
245,1,0,16,1,1,1,2,1,3,1,0,0,0,0,0,1,1,1,0,4,3,3,1,1,4,6,18,18,18,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,False,1,0
246,1,0,17,1,1,1,2,3,2,1,0,0,0,0,0,1,1,1,0,5,2,2,1,1,2,4,12,12,13,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,False,0,0
247,1,0,22,1,1,1,3,1,1,1,3,0,0,0,0,0,0,1,1,5,4,5,5,5,1,16,6,8,8,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,True,1,1
248,1,0,18,0,0,1,3,3,1,2,1,0,1,0,0,1,1,1,1,4,3,3,1,3,5,8,3,5,5,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,True,1,1
249,1,0,16,1,1,1,0,2,1,1,0,0,0,1,0,0,1,1,0,4,3,2,2,4,5,0,13,15,15,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,False,0,1
250,1,0,18,1,1,1,3,2,2,1,1,0,0,0,0,1,0,1,0,4,4,5,2,4,5,0,6,8,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,True,0,1
251,1,0,16,1,1,1,3,3,3,2,0,1,1,0,0,0,1,1,0,5,3,3,1,3,2,6,7,10,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,False,1,1
252,1,0,18,1,1,1,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,5,2,5,5,4,6,9,8,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,True,0,1
253,1,0,16,0,1,1,2,1,2,1,0,0,0,0,1,0,1,0,0,3,3,2,1,3,3,0,8,9,8,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,False,0,1
254,1,0,17,0,1,1,2,1,1,1,0,0,0,0,0,0,1,1,0,4,4,2,2,4,5,0,8,12,12,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,False,0,1
255,1,0,17,1,0,1,1,1,2,1,1,0,1,0,1,1,1,1,0,4,4,4,1,2,5,2,7,9,8,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,True,0,1
256,1,1,17,1,0,1,4,2,1,4,0,0,1,1,1,1,1,1,0,4,2,3,1,1,4,6,14,12,13,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,False,1,0
257,1,0,19,1,0,0,4,3,1,2,0,0,1,0,0,1,1,1,0,4,3,1,1,1,1,12,11,11,11,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,False,1,0
258,1,0,18,1,1,1,2,1,1,2,0,0,0,0,1,1,1,1,0,5,2,4,1,2,4,8,15,14,14,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,False,1,1
259,1,1,17,1,0,1,2,2,1,4,0,0,0,1,1,1,1,1,1,3,4,1,1,1,2,0,10,9,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,False,0,0
260,1,1,18,1,1,1,4,3,1,2,0,0,1,1,0,1,1,1,1,3,1,2,1,3,2,21,17,18,18,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,False,1,1
261,1,0,18,1,1,1,4,3,1,2,0,0,1,1,0,0,1,1,0,4,3,2,1,1,3,2,8,8,8,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,False,0,0
262,1,0,18,0,1,1,3,2,1,3,0,0,0,0,1,0,1,0,0,5,3,2,1,1,3,1,13,12,12,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,False,0,0
263,1,1,17,1,1,1,3,3,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,4,10,9,9,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,False,0,0
264,1,1,18,1,1,1,2,2,1,3,0,0,1,1,1,1,1,1,1,4,3,3,1,1,3,0,9,10,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,False,0,0
265,1,0,18,0,0,0,3,4,2,2,0,0,1,1,1,1,1,1,0,4,2,5,3,4,1,13,17,17,17,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,False,1,1
266,1,0,17,1,1,1,3,1,1,2,0,0,0,1,1,1,1,1,1,5,4,4,3,4,5,2,9,9,10,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,False,0,1
267,1,1,18,0,1,1,4,4,2,2,0,0,0,1,1,1,1,1,0,4,3,4,2,2,4,8,12,10,11,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,False,1,1
268,1,0,18,1,1,1,4,2,1,2,0,0,1,1,1,1,1,1,1,5,4,5,1,3,5,10,10,9,10,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,False,1,1
269,1,1,18,0,1,1,2,1,2,2,0,0,1,0,0,1,0,1,1,4,3,5,1,2,3,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,False,0,1
270,1,1,19,1,1,1,3,3,1,2,2,0,1,1,1,1,1,1,0,4,3,5,3,3,5,15,9,9,9,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,True,1,1
271,1,1,18,1,1,1,2,3,1,4,0,0,1,1,1,1,1,1,1,4,5,5,1,3,2,4,15,14,14,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,False,0,1
